"","sample_id","sample_type","gene_set","gsva_score"
"1645","TCGA.EJ.8468.01A.21R.2403.07","Tumour","Full Gene List",-0.00821027038002387
"1646","TCGA.EJ.8468.01A.21R.2403.07","Tumour","642 NPTR Genes",-0.0650213807819802
"1647","TCGA.EJ.8468.01A.21R.2403.07","Tumour","301 NPTR Genes",-0.0538966588020837
"1648","TCGA.EJ.8468.01A.21R.2403.07","Tumour","30 NPTR GOI",0.340660654834238
"1649","TCGA.EJ.8468.01A.21R.2403.07","Tumour","Liver Genes",-0.0872914908218907
"1650","TCGA.EJ.8468.01A.21R.2403.07","Tumour","Easophagus Genes",-0.0932574382090813
"1651","TCGA.J4.A6M7.01A.11R.A31N.07","Tumour","Full Gene List",-0.0651746894337513
"1652","TCGA.J4.A6M7.01A.11R.A31N.07","Tumour","642 NPTR Genes",-0.113724150688082
"1653","TCGA.J4.A6M7.01A.11R.A31N.07","Tumour","301 NPTR Genes",-0.20456834051442
"1654","TCGA.J4.A6M7.01A.11R.A31N.07","Tumour","30 NPTR GOI",-0.314550639208579
"1655","TCGA.J4.A6M7.01A.11R.A31N.07","Tumour","Liver Genes",-0.224955454132996
"1656","TCGA.J4.A6M7.01A.11R.A31N.07","Tumour","Easophagus Genes",-0.292485059012961
"1657","TCGA.EJ.A65G.01A.21R.A29R.07","Tumour","Full Gene List",-0.0864034853215689
"1658","TCGA.EJ.A65G.01A.21R.A29R.07","Tumour","642 NPTR Genes",0.145144795457423
"1659","TCGA.EJ.A65G.01A.21R.A29R.07","Tumour","301 NPTR Genes",0.121067797123228
"1660","TCGA.EJ.A65G.01A.21R.A29R.07","Tumour","30 NPTR GOI",0.195031247401948
"1661","TCGA.EJ.A65G.01A.21R.A29R.07","Tumour","Liver Genes",0.189654268729326
"1662","TCGA.EJ.A65G.01A.21R.A29R.07","Tumour","Easophagus Genes",-0.0691869350113725
"1663","TCGA.HC.7213.01A.11R.2118.07","Tumour","Full Gene List",-0.0350430956587214
"1664","TCGA.HC.7213.01A.11R.2118.07","Tumour","642 NPTR Genes",0.16743297317847
"1665","TCGA.HC.7213.01A.11R.2118.07","Tumour","301 NPTR Genes",0.0920037911166844
"1666","TCGA.HC.7213.01A.11R.2118.07","Tumour","30 NPTR GOI",0.165014339326495
"1667","TCGA.HC.7213.01A.11R.2118.07","Tumour","Liver Genes",-0.0735100270057212
"1668","TCGA.HC.7213.01A.11R.2118.07","Tumour","Easophagus Genes",0.30516619319966
"1669","TCGA.J4.A83I.01A.11R.A36G.07","Tumour","Full Gene List",-0.0183863784628118
"1670","TCGA.J4.A83I.01A.11R.A36G.07","Tumour","642 NPTR Genes",0.0991317615644487
"1671","TCGA.J4.A83I.01A.11R.A36G.07","Tumour","301 NPTR Genes",-0.0726271356414032
"1672","TCGA.J4.A83I.01A.11R.A36G.07","Tumour","30 NPTR GOI",-0.0791497629270294
"1673","TCGA.J4.A83I.01A.11R.A36G.07","Tumour","Liver Genes",-0.140208606421616
"1674","TCGA.J4.A83I.01A.11R.A36G.07","Tumour","Easophagus Genes",0.160265180898766
"1675","TCGA.HC.7750.01A.11R.2118.07","Tumour","Full Gene List",0.0130039964804037
"1676","TCGA.HC.7750.01A.11R.2118.07","Tumour","642 NPTR Genes",0.0638486517340774
"1677","TCGA.HC.7750.01A.11R.2118.07","Tumour","301 NPTR Genes",-0.0131518222002904
"1678","TCGA.HC.7750.01A.11R.2118.07","Tumour","30 NPTR GOI",0.281432113678214
"1679","TCGA.HC.7750.01A.11R.2118.07","Tumour","Liver Genes",-0.0187822787544729
"1680","TCGA.HC.7750.01A.11R.2118.07","Tumour","Easophagus Genes",-0.16590615319212
"1681","TCGA.EJ.5512.01A.01R.1580.07","Tumour","Full Gene List",0.034538210108967
"1682","TCGA.EJ.5512.01A.01R.1580.07","Tumour","642 NPTR Genes",-0.123200167591605
"1683","TCGA.EJ.5512.01A.01R.1580.07","Tumour","301 NPTR Genes",-0.11647063421711
"1684","TCGA.EJ.5512.01A.01R.1580.07","Tumour","30 NPTR GOI",-0.0173994108356105
"1685","TCGA.EJ.5512.01A.01R.1580.07","Tumour","Liver Genes",-0.178020754727906
"1686","TCGA.EJ.5512.01A.01R.1580.07","Tumour","Easophagus Genes",-0.0407448304227345
"1687","TCGA.KC.A4BR.01A.32R.A32Y.07","Tumour","Full Gene List",-0.124709084667655
"1688","TCGA.KC.A4BR.01A.32R.A32Y.07","Tumour","642 NPTR Genes",0.279766585070064
"1689","TCGA.KC.A4BR.01A.32R.A32Y.07","Tumour","301 NPTR Genes",0.312899069405399
"1690","TCGA.KC.A4BR.01A.32R.A32Y.07","Tumour","30 NPTR GOI",0.303821672669077
"1691","TCGA.KC.A4BR.01A.32R.A32Y.07","Tumour","Liver Genes",0.350681588461474
"1692","TCGA.KC.A4BR.01A.32R.A32Y.07","Tumour","Easophagus Genes",-0.00218425769454691
"1693","TCGA.EJ.8469.01A.11R.2403.07","Tumour","Full Gene List",-0.0099173103672856
"1694","TCGA.EJ.8469.01A.11R.2403.07","Tumour","642 NPTR Genes",0.0150124733337048
"1695","TCGA.EJ.8469.01A.11R.2403.07","Tumour","301 NPTR Genes",-0.124512736122268
"1696","TCGA.EJ.8469.01A.11R.2403.07","Tumour","30 NPTR GOI",-0.171764433931171
"1697","TCGA.EJ.8469.01A.11R.2403.07","Tumour","Liver Genes",-0.101744185960337
"1698","TCGA.EJ.8469.01A.11R.2403.07","Tumour","Easophagus Genes",-0.063128738127238
"1699","TCGA.YL.A9WK.01A.11R.A37L.07","Tumour","Full Gene List",0.0182949571138338
"1700","TCGA.YL.A9WK.01A.11R.A37L.07","Tumour","642 NPTR Genes",0.310215182648542
"1701","TCGA.YL.A9WK.01A.11R.A37L.07","Tumour","301 NPTR Genes",0.329912304546761
"1702","TCGA.YL.A9WK.01A.11R.A37L.07","Tumour","30 NPTR GOI",0.175468175575778
"1703","TCGA.YL.A9WK.01A.11R.A37L.07","Tumour","Liver Genes",0.479325001989696
"1704","TCGA.YL.A9WK.01A.11R.A37L.07","Tumour","Easophagus Genes",-0.275280111294019
"1705","TCGA.J4.8200.01A.11R.A29R.07","Tumour","Full Gene List",-0.109658912046947
"1706","TCGA.J4.8200.01A.11R.A29R.07","Tumour","642 NPTR Genes",0.159860632496283
"1707","TCGA.J4.8200.01A.11R.A29R.07","Tumour","301 NPTR Genes",0.0987606146605373
"1708","TCGA.J4.8200.01A.11R.A29R.07","Tumour","30 NPTR GOI",0.380210328317423
"1709","TCGA.J4.8200.01A.11R.A29R.07","Tumour","Liver Genes",0.116025844006286
"1710","TCGA.J4.8200.01A.11R.A29R.07","Tumour","Easophagus Genes",-0.0614467142496396
"1711","TCGA.EJ.7788.01A.11R.2118.07","Tumour","Full Gene List",-0.0195827943505175
"1712","TCGA.EJ.7788.01A.11R.2118.07","Tumour","642 NPTR Genes",-0.158261166482906
"1713","TCGA.EJ.7788.01A.11R.2118.07","Tumour","301 NPTR Genes",-0.319121422858307
"1714","TCGA.EJ.7788.01A.11R.2118.07","Tumour","30 NPTR GOI",-0.486142132156357
"1715","TCGA.EJ.7788.01A.11R.2118.07","Tumour","Liver Genes",-0.298525066357369
"1716","TCGA.EJ.7788.01A.11R.2118.07","Tumour","Easophagus Genes",-0.313378387518134
"1717","TCGA.EJ.5510.01A.01R.1580.07","Tumour","Full Gene List",-0.00671323743791752
"1718","TCGA.EJ.5510.01A.01R.1580.07","Tumour","642 NPTR Genes",-0.0422983450662224
"1719","TCGA.EJ.5510.01A.01R.1580.07","Tumour","301 NPTR Genes",-0.0747007167678392
"1720","TCGA.EJ.5510.01A.01R.1580.07","Tumour","30 NPTR GOI",0.00991428567336664
"1721","TCGA.EJ.5510.01A.01R.1580.07","Tumour","Liver Genes",-0.222990190445903
"1722","TCGA.EJ.5510.01A.01R.1580.07","Tumour","Easophagus Genes",0.420393795728698
"1723","TCGA.CH.5744.01A.11R.1580.07","Tumour","Full Gene List",-0.169615188758031
"1724","TCGA.CH.5744.01A.11R.1580.07","Tumour","642 NPTR Genes",0.257725755060499
"1725","TCGA.CH.5744.01A.11R.1580.07","Tumour","301 NPTR Genes",0.190169307304629
"1726","TCGA.CH.5744.01A.11R.1580.07","Tumour","30 NPTR GOI",0.274633812581476
"1727","TCGA.CH.5744.01A.11R.1580.07","Tumour","Liver Genes",0.0727475048107115
"1728","TCGA.CH.5744.01A.11R.1580.07","Tumour","Easophagus Genes",0.477145469883725
"1729","TCGA.VP.A872.01A.11R.A352.07","Tumour","Full Gene List",-0.217523910002725
"1730","TCGA.VP.A872.01A.11R.A352.07","Tumour","642 NPTR Genes",0.328412209935673
"1731","TCGA.VP.A872.01A.11R.A352.07","Tumour","301 NPTR Genes",0.300595230972254
"1732","TCGA.VP.A872.01A.11R.A352.07","Tumour","30 NPTR GOI",0.483014827098227
"1733","TCGA.VP.A872.01A.11R.A352.07","Tumour","Liver Genes",0.350870672354526
"1734","TCGA.VP.A872.01A.11R.A352.07","Tumour","Easophagus Genes",0.280509830437665
"1735","TCGA.ZG.A9N3.01A.11R.A41O.07","Tumour","Full Gene List",-0.00672996608027809
"1736","TCGA.ZG.A9N3.01A.11R.A41O.07","Tumour","642 NPTR Genes",0.271926671600274
"1737","TCGA.ZG.A9N3.01A.11R.A41O.07","Tumour","301 NPTR Genes",0.189216816558856
"1738","TCGA.ZG.A9N3.01A.11R.A41O.07","Tumour","30 NPTR GOI",0.083708533480745
"1739","TCGA.ZG.A9N3.01A.11R.A41O.07","Tumour","Liver Genes",0.160413350581021
"1740","TCGA.ZG.A9N3.01A.11R.A41O.07","Tumour","Easophagus Genes",0.31210577259897
"1741","TCGA.V1.A9OF.01A.11R.A41O.07","Tumour","Full Gene List",-0.101970381551144
"1742","TCGA.V1.A9OF.01A.11R.A41O.07","Tumour","642 NPTR Genes",0.137971183639665
"1743","TCGA.V1.A9OF.01A.11R.A41O.07","Tumour","301 NPTR Genes",0.0920548048248522
"1744","TCGA.V1.A9OF.01A.11R.A41O.07","Tumour","30 NPTR GOI",0.395308420459786
"1745","TCGA.V1.A9OF.01A.11R.A41O.07","Tumour","Liver Genes",0.208402922357986
"1746","TCGA.V1.A9OF.01A.11R.A41O.07","Tumour","Easophagus Genes",-0.288368619848114
"1747","TCGA.HC.8256.01A.11R.2263.07","Tumour","Full Gene List",-0.123280783343029
"1748","TCGA.HC.8256.01A.11R.2263.07","Tumour","642 NPTR Genes",0.00541959994689376
"1749","TCGA.HC.8256.01A.11R.2263.07","Tumour","301 NPTR Genes",-0.14962103673925
"1750","TCGA.HC.8256.01A.11R.2263.07","Tumour","30 NPTR GOI",-0.115536529359299
"1751","TCGA.HC.8256.01A.11R.2263.07","Tumour","Liver Genes",-0.0942081438334872
"1752","TCGA.HC.8256.01A.11R.2263.07","Tumour","Easophagus Genes",-0.286260372925901
"1753","TCGA.EJ.5509.01A.01R.1580.07","Tumour","Full Gene List",0.0310917520480198
"1754","TCGA.EJ.5509.01A.01R.1580.07","Tumour","642 NPTR Genes",0.0280473599796177
"1755","TCGA.EJ.5509.01A.01R.1580.07","Tumour","301 NPTR Genes",0.010679766960737
"1756","TCGA.EJ.5509.01A.01R.1580.07","Tumour","30 NPTR GOI",0.391808378281813
"1757","TCGA.EJ.5509.01A.01R.1580.07","Tumour","Liver Genes",-0.153599706501239
"1758","TCGA.EJ.5509.01A.01R.1580.07","Tumour","Easophagus Genes",0.515641470467476
"1759","TCGA.XK.AAJU.01A.11R.A41O.07","Tumour","Full Gene List",0.0471116728220535
"1760","TCGA.XK.AAJU.01A.11R.A41O.07","Tumour","642 NPTR Genes",-0.0583169139099507
"1761","TCGA.XK.AAJU.01A.11R.A41O.07","Tumour","301 NPTR Genes",-0.0370383463957084
"1762","TCGA.XK.AAJU.01A.11R.A41O.07","Tumour","30 NPTR GOI",-0.140123292128367
"1763","TCGA.XK.AAJU.01A.11R.A41O.07","Tumour","Liver Genes",-0.00501237196107743
"1764","TCGA.XK.AAJU.01A.11R.A41O.07","Tumour","Easophagus Genes",-0.128456328332416
"1765","TCGA.CH.5768.01A.11R.1580.07","Tumour","Full Gene List",-0.0217174213207417
"1766","TCGA.CH.5768.01A.11R.1580.07","Tumour","642 NPTR Genes",-0.014155936333937
"1767","TCGA.CH.5768.01A.11R.1580.07","Tumour","301 NPTR Genes",-0.129536366229908
"1768","TCGA.CH.5768.01A.11R.1580.07","Tumour","30 NPTR GOI",0.087948937140391
"1769","TCGA.CH.5768.01A.11R.1580.07","Tumour","Liver Genes",-0.110881331374611
"1770","TCGA.CH.5768.01A.11R.1580.07","Tumour","Easophagus Genes",-0.195199644852924
"1771","TCGA.J4.AATZ.01A.11R.A41O.07","Tumour","Full Gene List",-0.111175873882114
"1772","TCGA.J4.AATZ.01A.11R.A41O.07","Tumour","642 NPTR Genes",0.177028784980973
"1773","TCGA.J4.AATZ.01A.11R.A41O.07","Tumour","301 NPTR Genes",0.0914265215039662
"1774","TCGA.J4.AATZ.01A.11R.A41O.07","Tumour","30 NPTR GOI",-0.287851864652269
"1775","TCGA.J4.AATZ.01A.11R.A41O.07","Tumour","Liver Genes",-0.0740926613635842
"1776","TCGA.J4.AATZ.01A.11R.A41O.07","Tumour","Easophagus Genes",0.420660355686644
"1777","TCGA.EJ.7782.01A.11R.2118.07","Tumour","Full Gene List",-0.0698366804936228
"1778","TCGA.EJ.7782.01A.11R.2118.07","Tumour","642 NPTR Genes",0.06599389347584
"1779","TCGA.EJ.7782.01A.11R.2118.07","Tumour","301 NPTR Genes",-0.156322938326196
"1780","TCGA.EJ.7782.01A.11R.2118.07","Tumour","30 NPTR GOI",-0.250474226769715
"1781","TCGA.EJ.7782.01A.11R.2118.07","Tumour","Liver Genes",-0.160647925143844
"1782","TCGA.EJ.7782.01A.11R.2118.07","Tumour","Easophagus Genes",0.0703677417622871
"1783","TCGA.CH.5767.01A.11R.1789.07","Tumour","Full Gene List",-0.17852251360847
"1784","TCGA.CH.5767.01A.11R.1789.07","Tumour","642 NPTR Genes",0.312822115887182
"1785","TCGA.CH.5767.01A.11R.1789.07","Tumour","301 NPTR Genes",0.208745898332355
"1786","TCGA.CH.5767.01A.11R.1789.07","Tumour","30 NPTR GOI",0.083482968027404
"1787","TCGA.CH.5767.01A.11R.1789.07","Tumour","Liver Genes",0.206708053862154
"1788","TCGA.CH.5767.01A.11R.1789.07","Tumour","Easophagus Genes",0.0566994989448258
"1789","TCGA.V1.A9O5.01A.11R.A41O.07","Tumour","Full Gene List",-0.0730475643871296
"1790","TCGA.V1.A9O5.01A.11R.A41O.07","Tumour","642 NPTR Genes",0.256029774992899
"1791","TCGA.V1.A9O5.01A.11R.A41O.07","Tumour","301 NPTR Genes",0.246525771983711
"1792","TCGA.V1.A9O5.01A.11R.A41O.07","Tumour","30 NPTR GOI",0.0688711246126374
"1793","TCGA.V1.A9O5.01A.11R.A41O.07","Tumour","Liver Genes",0.330567649750202
"1794","TCGA.V1.A9O5.01A.11R.A41O.07","Tumour","Easophagus Genes",0.060123229375975
"1795","TCGA.G9.A9S7.01A.11R.A41O.07","Tumour","Full Gene List",-0.0642528535438507
"1796","TCGA.G9.A9S7.01A.11R.A41O.07","Tumour","642 NPTR Genes",0.155326049929291
"1797","TCGA.G9.A9S7.01A.11R.A41O.07","Tumour","301 NPTR Genes",0.0857881636408215
"1798","TCGA.G9.A9S7.01A.11R.A41O.07","Tumour","30 NPTR GOI",-0.0619370499012574
"1799","TCGA.G9.A9S7.01A.11R.A41O.07","Tumour","Liver Genes",-0.00583256465588959
"1800","TCGA.G9.A9S7.01A.11R.A41O.07","Tumour","Easophagus Genes",0.120413032934661
"1801","TCGA.EJ.5517.01A.01R.1580.07","Tumour","Full Gene List",-0.0683920523635252
"1802","TCGA.EJ.5517.01A.01R.1580.07","Tumour","642 NPTR Genes",0.0670665922715329
"1803","TCGA.EJ.5517.01A.01R.1580.07","Tumour","301 NPTR Genes",-0.096375261807724
"1804","TCGA.EJ.5517.01A.01R.1580.07","Tumour","30 NPTR GOI",0.0998004474761779
"1805","TCGA.EJ.5517.01A.01R.1580.07","Tumour","Liver Genes",-0.12261383235648
"1806","TCGA.EJ.5517.01A.01R.1580.07","Tumour","Easophagus Genes",-0.0706022414889154
"1807","TCGA.VP.A87E.01A.31R.A352.07","Tumour","Full Gene List",-0.0558024272472146
"1808","TCGA.VP.A87E.01A.31R.A352.07","Tumour","642 NPTR Genes",0.279072616766802
"1809","TCGA.VP.A87E.01A.31R.A352.07","Tumour","301 NPTR Genes",0.27378451650271
"1810","TCGA.VP.A87E.01A.31R.A352.07","Tumour","30 NPTR GOI",0.531503611219766
"1811","TCGA.VP.A87E.01A.31R.A352.07","Tumour","Liver Genes",0.305293392825026
"1812","TCGA.VP.A87E.01A.31R.A352.07","Tumour","Easophagus Genes",0.0173928206500226
"1813","TCGA.YL.A9WL.01A.11R.A41O.07","Tumour","Full Gene List",-0.0670225971338126
"1814","TCGA.YL.A9WL.01A.11R.A41O.07","Tumour","642 NPTR Genes",0.171088568405901
"1815","TCGA.YL.A9WL.01A.11R.A41O.07","Tumour","301 NPTR Genes",0.13702866600939
"1816","TCGA.YL.A9WL.01A.11R.A41O.07","Tumour","30 NPTR GOI",0.307291856930249
"1817","TCGA.YL.A9WL.01A.11R.A41O.07","Tumour","Liver Genes",0.169435408276363
"1818","TCGA.YL.A9WL.01A.11R.A41O.07","Tumour","Easophagus Genes",0.188829227205723
"1819","TCGA.YL.A9WX.01A.21R.A41O.07","Tumour","Full Gene List",0.119074739061294
"1820","TCGA.YL.A9WX.01A.21R.A41O.07","Tumour","642 NPTR Genes",-0.165546751004559
"1821","TCGA.YL.A9WX.01A.21R.A41O.07","Tumour","301 NPTR Genes",-0.108665430454596
"1822","TCGA.YL.A9WX.01A.21R.A41O.07","Tumour","30 NPTR GOI",0.218894748635372
"1823","TCGA.YL.A9WX.01A.21R.A41O.07","Tumour","Liver Genes",-0.0787919379695812
"1824","TCGA.YL.A9WX.01A.21R.A41O.07","Tumour","Easophagus Genes",-0.167276821096663
"1825","TCGA.EJ.5505.01A.01R.1580.07","Tumour","Full Gene List",-0.0946615540493965
"1826","TCGA.EJ.5505.01A.01R.1580.07","Tumour","642 NPTR Genes",0.0479563144868612
"1827","TCGA.EJ.5505.01A.01R.1580.07","Tumour","301 NPTR Genes",-0.0517461608242738
"1828","TCGA.EJ.5505.01A.01R.1580.07","Tumour","30 NPTR GOI",-0.0398315090721551
"1829","TCGA.EJ.5505.01A.01R.1580.07","Tumour","Liver Genes",-0.0118397541572835
"1830","TCGA.EJ.5505.01A.01R.1580.07","Tumour","Easophagus Genes",0.0454433768515869
"1831","TCGA.VN.A88O.01A.11R.A352.07","Tumour","Full Gene List",-0.183477427721624
"1832","TCGA.VN.A88O.01A.11R.A352.07","Tumour","642 NPTR Genes",0.235391152679436
"1833","TCGA.VN.A88O.01A.11R.A352.07","Tumour","301 NPTR Genes",0.140499356112437
"1834","TCGA.VN.A88O.01A.11R.A352.07","Tumour","30 NPTR GOI",0.43565589348943
"1835","TCGA.VN.A88O.01A.11R.A352.07","Tumour","Liver Genes",0.204867614328038
"1836","TCGA.VN.A88O.01A.11R.A352.07","Tumour","Easophagus Genes",-0.0254672820544019
"1837","TCGA.YL.A8SK.01B.21R.A37L.07","Tumour","Full Gene List",-0.00389981099960571
"1838","TCGA.YL.A8SK.01B.21R.A37L.07","Tumour","642 NPTR Genes",0.00609772621701105
"1839","TCGA.YL.A8SK.01B.21R.A37L.07","Tumour","301 NPTR Genes",0.136347006968865
"1840","TCGA.YL.A8SK.01B.21R.A37L.07","Tumour","30 NPTR GOI",-0.0388728598311393
"1841","TCGA.YL.A8SK.01B.21R.A37L.07","Tumour","Liver Genes",0.239432090346999
"1842","TCGA.YL.A8SK.01B.21R.A37L.07","Tumour","Easophagus Genes",0.0800146544964211
"1843","TCGA.J9.A52C.01A.11R.A26U.07","Tumour","Full Gene List",0.0334846564251702
"1844","TCGA.J9.A52C.01A.11R.A26U.07","Tumour","642 NPTR Genes",0.0997578476478725
"1845","TCGA.J9.A52C.01A.11R.A26U.07","Tumour","301 NPTR Genes",0.1928816614182
"1846","TCGA.J9.A52C.01A.11R.A26U.07","Tumour","30 NPTR GOI",0.41432438957492
"1847","TCGA.J9.A52C.01A.11R.A26U.07","Tumour","Liver Genes",0.174151621624482
"1848","TCGA.J9.A52C.01A.11R.A26U.07","Tumour","Easophagus Genes",0.230709003252334
"1849","TCGA.KK.A59Z.01A.12R.A26U.07","Tumour","Full Gene List",-0.0133999177553628
"1850","TCGA.KK.A59Z.01A.12R.A26U.07","Tumour","642 NPTR Genes",0.319161075289815
"1851","TCGA.KK.A59Z.01A.12R.A26U.07","Tumour","301 NPTR Genes",0.295766586467553
"1852","TCGA.KK.A59Z.01A.12R.A26U.07","Tumour","30 NPTR GOI",0.386766493768307
"1853","TCGA.KK.A59Z.01A.12R.A26U.07","Tumour","Liver Genes",0.378274303381538
"1854","TCGA.KK.A59Z.01A.12R.A26U.07","Tumour","Easophagus Genes",-0.0115804095382596
"1855","TCGA.KK.A7B1.01A.11R.A32O.07","Tumour","Full Gene List",-0.0412027920012603
"1856","TCGA.KK.A7B1.01A.11R.A32O.07","Tumour","642 NPTR Genes",0.349472008675036
"1857","TCGA.KK.A7B1.01A.11R.A32O.07","Tumour","301 NPTR Genes",0.437396836034614
"1858","TCGA.KK.A7B1.01A.11R.A32O.07","Tumour","30 NPTR GOI",0.22036265181886
"1859","TCGA.KK.A7B1.01A.11R.A32O.07","Tumour","Liver Genes",0.60173950281586
"1860","TCGA.KK.A7B1.01A.11R.A32O.07","Tumour","Easophagus Genes",-0.166176352223934
"1861","TCGA.WW.A8ZI.01A.11R.A37L.07","Tumour","Full Gene List",-0.0704587334943396
"1862","TCGA.WW.A8ZI.01A.11R.A37L.07","Tumour","642 NPTR Genes",0.145729167303514
"1863","TCGA.WW.A8ZI.01A.11R.A37L.07","Tumour","301 NPTR Genes",0.105756235886014
"1864","TCGA.WW.A8ZI.01A.11R.A37L.07","Tumour","30 NPTR GOI",0.039375568988188
"1865","TCGA.WW.A8ZI.01A.11R.A37L.07","Tumour","Liver Genes",0.234830938257987
"1866","TCGA.WW.A8ZI.01A.11R.A37L.07","Tumour","Easophagus Genes",-0.249205246665134
"1867","TCGA.V1.A8MG.01A.11R.A36G.07","Tumour","Full Gene List",0.0400493352632347
"1868","TCGA.V1.A8MG.01A.11R.A36G.07","Tumour","642 NPTR Genes",-0.034908913213843
"1869","TCGA.V1.A8MG.01A.11R.A36G.07","Tumour","301 NPTR Genes",-0.0239743479407803
"1870","TCGA.V1.A8MG.01A.11R.A36G.07","Tumour","30 NPTR GOI",-0.145339617259461
"1871","TCGA.V1.A8MG.01A.11R.A36G.07","Tumour","Liver Genes",0.0623050840544959
"1872","TCGA.V1.A8MG.01A.11R.A36G.07","Tumour","Easophagus Genes",-0.125209716677038
"1873","TCGA.XQ.A8TB.01A.11R.A36G.07","Tumour","Full Gene List",0.00270667057717144
"1874","TCGA.XQ.A8TB.01A.11R.A36G.07","Tumour","642 NPTR Genes",-0.112247360885731
"1875","TCGA.XQ.A8TB.01A.11R.A36G.07","Tumour","301 NPTR Genes",-0.195407905695614
"1876","TCGA.XQ.A8TB.01A.11R.A36G.07","Tumour","30 NPTR GOI",-0.175950338717114
"1877","TCGA.XQ.A8TB.01A.11R.A36G.07","Tumour","Liver Genes",-0.116950848591008
"1878","TCGA.XQ.A8TB.01A.11R.A36G.07","Tumour","Easophagus Genes",-0.387685570883137
"1879","TCGA.HC.7209.01A.11R.2118.07","Tumour","Full Gene List",-0.0498489338209026
"1880","TCGA.HC.7209.01A.11R.2118.07","Tumour","642 NPTR Genes",0.253965897548935
"1881","TCGA.HC.7209.01A.11R.2118.07","Tumour","301 NPTR Genes",0.268932616039357
"1882","TCGA.HC.7209.01A.11R.2118.07","Tumour","30 NPTR GOI",0.38457955852346
"1883","TCGA.HC.7209.01A.11R.2118.07","Tumour","Liver Genes",0.192909279463161
"1884","TCGA.HC.7209.01A.11R.2118.07","Tumour","Easophagus Genes",0.238831600951947
"1885","TCGA.G9.7521.01A.11R.2263.07","Tumour","Full Gene List",-0.0723618175325632
"1886","TCGA.G9.7521.01A.11R.2263.07","Tumour","642 NPTR Genes",0.0913907081314691
"1887","TCGA.G9.7521.01A.11R.2263.07","Tumour","301 NPTR Genes",-0.0804932656864309
"1888","TCGA.G9.7521.01A.11R.2263.07","Tumour","30 NPTR GOI",-0.242527651227162
"1889","TCGA.G9.7521.01A.11R.2263.07","Tumour","Liver Genes",-0.134099896025132
"1890","TCGA.G9.7521.01A.11R.2263.07","Tumour","Easophagus Genes",0.0297430930364687
"1891","TCGA.EJ.A8FU.01A.11R.A36G.07","Tumour","Full Gene List",0.0620861735800527
"1892","TCGA.EJ.A8FU.01A.11R.A36G.07","Tumour","642 NPTR Genes",-0.147730951008681
"1893","TCGA.EJ.A8FU.01A.11R.A36G.07","Tumour","301 NPTR Genes",-0.0639322028540153
"1894","TCGA.EJ.A8FU.01A.11R.A36G.07","Tumour","30 NPTR GOI",0.0250954341921638
"1895","TCGA.EJ.A8FU.01A.11R.A36G.07","Tumour","Liver Genes",-0.0146070649910166
"1896","TCGA.EJ.A8FU.01A.11R.A36G.07","Tumour","Easophagus Genes",-0.0777749643622083
"1897","TCGA.V1.A9OA.01A.11R.A41O.07","Tumour","Full Gene List",0.0663101661839808
"1898","TCGA.V1.A9OA.01A.11R.A41O.07","Tumour","642 NPTR Genes",-0.0899720460838092
"1899","TCGA.V1.A9OA.01A.11R.A41O.07","Tumour","301 NPTR Genes",-0.066260497128391
"1900","TCGA.V1.A9OA.01A.11R.A41O.07","Tumour","30 NPTR GOI",-0.0896860388155536
"1901","TCGA.V1.A9OA.01A.11R.A41O.07","Tumour","Liver Genes",-0.075847058008253
"1902","TCGA.V1.A9OA.01A.11R.A41O.07","Tumour","Easophagus Genes",0.0147656012357214
"1903","TCGA.YL.A8SQ.01B.11R.A37L.07","Tumour","Full Gene List",0.0369687315345228
"1904","TCGA.YL.A8SQ.01B.11R.A37L.07","Tumour","642 NPTR Genes",-0.0955473772306847
"1905","TCGA.YL.A8SQ.01B.11R.A37L.07","Tumour","301 NPTR Genes",-0.153277336953193
"1906","TCGA.YL.A8SQ.01B.11R.A37L.07","Tumour","30 NPTR GOI",0.0197600050009482
"1907","TCGA.YL.A8SQ.01B.11R.A37L.07","Tumour","Liver Genes",0.0186885176399195
"1908","TCGA.YL.A8SQ.01B.11R.A37L.07","Tumour","Easophagus Genes",-0.389896110672723
"1909","TCGA.HC.7231.01A.11R.2118.07","Tumour","Full Gene List",-0.0378714504532069
"1910","TCGA.HC.7231.01A.11R.2118.07","Tumour","642 NPTR Genes",0.190314422750169
"1911","TCGA.HC.7231.01A.11R.2118.07","Tumour","301 NPTR Genes",0.10916472927341
"1912","TCGA.HC.7231.01A.11R.2118.07","Tumour","30 NPTR GOI",0.184087491968538
"1913","TCGA.HC.7231.01A.11R.2118.07","Tumour","Liver Genes",-0.0149218962739852
"1914","TCGA.HC.7231.01A.11R.2118.07","Tumour","Easophagus Genes",0.389398239780048
"1915","TCGA.M7.A724.01A.12R.A32O.07","Tumour","Full Gene List",-0.222066848072976
"1916","TCGA.M7.A724.01A.12R.A32O.07","Tumour","642 NPTR Genes",0.41727499149096
"1917","TCGA.M7.A724.01A.12R.A32O.07","Tumour","301 NPTR Genes",0.304765795811043
"1918","TCGA.M7.A724.01A.12R.A32O.07","Tumour","30 NPTR GOI",0.409906281113479
"1919","TCGA.M7.A724.01A.12R.A32O.07","Tumour","Liver Genes",0.189253930819154
"1920","TCGA.M7.A724.01A.12R.A32O.07","Tumour","Easophagus Genes",0.423172138627696
